id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	43	36	7	43	14	0
3	0	281	281	352	52	17	71	36	0
2	0	215	215	357	26	90	142	206	0
4	0	291	291	387	29	30	96	97	0
5	0	417	417	421	4	0	4	0	0
6	0	473	473	526	43	10	53	20	0
7	0	476	483	557	37	10	81	54	7
11	0	1114	1138	1168	11	9	54	52	24
8	0	1002	1002	1192	77	62	190	175	0
10	0	1113	1140	1222	49	2	109	62	27
9	0	1104	1104	1326	94	4	222	132	0
13	0	1241	1256	1327	11	10	86	85	15
12	0	1120	1222	1392	59	32	272	245	102
14	0	1289	1336	1474	93	11	185	103	47
15	0	1304	1327	1510	65	27	206	168	23
16	0	1603	1603	1609	6	0	6	0	0
17	0	1733	1733	1845	78	33	112	67	0
18	0	1766	1805	1923	61	57	157	153	39
20	0	2063	2074	2083	3	6	20	23	11
19	0	1947	1947	2132	170	15	185	30	0
21	0	2236	2236	2334	98	0	98	0	0
23	0	2464	2464	2492	28	0	28	0	0
22	0	2410	2410	2524	42	55	114	127	0
24	0	2597	2597	2750	117	20	153	56	0
25	0	2692	2711	2780	37	32	88	83	19
26	0	2891	2891	2901	7	3	10	6	0
27	0	3011	3011	3083	63	9	72	18	0
28	0	3310	3310	3330	20	0	20	0	0
29	0	3549	3549	3631	63	19	82	38	0
30	0	3673	3673	3674	1	0	1	0	0
0	0	0	0	3674	2194	0	3674	1480	0
