id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	145	41	104	145	208	0
2	0	239	239	286	44	3	47	6	0
3	0	291	291	324	33	0	33	0	0
4	0	527	527	597	41	10	70	39	0
5	0	562	562	653	73	18	91	36	0
6	0	643	653	753	100	0	110	10	10
7	0	665	753	886	87	12	221	146	88
8	0	675	798	901	61	6	226	171	123
9	0	963	963	1014	47	4	51	8	0
10	0	1244	1244	1247	3	0	3	0	0
11	0	1376	1376	1417	41	0	41	0	0
12	0	1498	1498	1518	19	1	20	2	0
13	0	1511	1518	1736	154	2	225	73	7
15	0	1678	1720	1737	5	2	59	56	42
14	0	1611	1661	1739	61	5	128	72	50
16	0	1859	1859	1992	87	46	133	92	0
17	0	1961	1992	2188	169	27	227	85	31
18	0	2629	2629	2630	1	0	1	0	0
19	0	2928	2928	3006	78	0	78	0	0
20	0	2993	3006	3133	89	37	140	88	13
21	0	3042	3042	3140	15	13	98	96	0
22	0	3222	3222	3282	60	0	60	0	0
23	0	3412	3412	3446	32	2	34	4	0
24	0	3783	3783	3948	155	10	165	20	0
25	0	3954	3954	3958	4	0	4	0	0
26	0	4094	4094	4200	101	5	106	10	0
27	0	4163	4200	4222	22	0	59	37	37
28	0	4334	4334	4348	14	0	14	0	0
29	0	4512	4512	4587	68	7	75	14	0
30	0	4856	4856	4929	66	7	73	14	0
0	0	0	0	4929	3158	0	4929	1771	0
