id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
2	0	159	159	188	22	7	29	14	0
3	0	194	194	211	17	0	17	0	0
1	0	0	0	331	21	310	331	620	0
4	0	351	351	401	21	29	50	58	0
6	0	428	428	478	50	0	50	0	0
5	0	374	374	551	37	54	177	194	0
8	0	450	501	559	31	18	109	96	51
7	0	443	478	580	44	36	137	129	35
9	0	642	642	676	24	10	34	20	0
10	0	829	829	831	2	0	2	0	0
11	0	917	917	938	21	0	21	0	0
12	0	998	998	1011	10	3	13	6	0
13	0	1007	1011	1119	77	3	112	38	4
15	0	1119	1119	1127	3	5	8	10	0
14	0	1074	1083	1128	31	14	54	37	9
16	0	1240	1240	1451	44	136	211	303	0
17	0	1308	1308	1478	85	80	170	165	0
18	0	1753	1753	1754	1	0	1	0	0
19	0	1952	1952	1991	39	0	39	0	0
21	0	2028	2028	2074	8	38	46	76	0
20	0	1995	1995	2150	45	110	155	220	0
22	0	2148	2150	2180	30	0	32	2	2
23	0	2275	2275	2298	17	6	23	12	0
24	0	2523	2523	2629	78	28	106	56	0
25	0	2637	2637	2639	2	0	2	0	0
26	0	2731	2731	2797	51	15	66	30	0
27	0	2777	2797	2808	11	0	31	20	20
28	0	2891	2891	2898	7	0	7	0	0
29	0	3010	3010	3064	34	20	54	40	0
30	0	3239	3239	3293	33	21	54	42	0
0	0	0	0	3293	2397	0	3293	896	0
