id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	85	73	12	85	24	0
2	0	100	100	231	93	38	131	76	0
3	0	223	231	435	182	22	212	52	8
4	0	484	484	488	4	0	4	0	0
5	0	625	625	726	86	14	101	29	0
6	0	704	704	893	160	22	189	51	0
7	0	1099	1099	1183	76	8	84	16	0
9	0	1359	1412	1512	30	31	153	154	53
10	0	1408	1421	1565	68	23	157	112	13
8	0	1224	1224	1579	228	63	355	190	0
11	0	1656	1656	1816	128	32	160	64	0
12	0	1807	1816	1870	34	20	63	49	9
13	0	1972	1972	2042	70	0	70	0	0
14	0	2008	2042	2089	39	8	81	50	34
15	0	2102	2102	2143	41	0	41	0	0
16	0	2260	2260	2322	62	0	62	0	0
17	0	2263	2322	2323	1	0	60	59	59
18	0	2624	2624	2676	39	13	52	26	0
19	0	2778	2778	2803	20	5	25	10	0
20	0	2923	2923	2949	26	0	26	0	0
23	0	3154	3251	3295	44	0	141	97	97
21	0	2980	2980	3320	248	3	340	95	0
22	0	3032	3203	3350	78	8	318	248	171
25	0	3305	3482	3499	17	0	194	177	177
24	0	3280	3350	3712	303	44	432	173	70
26	0	3511	3588	3764	93	4	253	164	77
27	0	3764	3764	3918	124	30	154	60	0
29	0	4035	4138	4299	121	2	264	145	103
30	0	4070	4204	4322	45	13	252	220	134
28	0	4034	4034	4398	196	47	364	215	0
0	0	0	0	4398	1669	0	4398	2729	0
