id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	42	38	4	42	8	0
2	0	163	163	166	3	0	3	0	0
3	0	214	214	221	7	0	7	0	0
4	0	325	325	380	55	0	55	0	0
5	0	452	452	470	10	8	18	16	0
6	0	536	536	545	9	0	9	0	0
7	0	548	548	676	86	42	128	84	0
9	0	837	840	879	39	0	42	3	3
8	0	825	825	891	24	42	66	84	0
10	0	1177	1177	1260	74	9	83	18	0
11	0	1257	1260	1268	8	0	11	3	3
12	0	1454	1454	1474	20	0	20	0	0
13	0	1492	1492	1520	28	0	28	0	0
15	0	1576	1587	1655	47	21	79	53	11
14	0	1575	1575	1737	86	50	162	126	0
16	0	1646	1655	1796	53	88	150	185	9
18	0	1788	1796	1799	3	0	11	8	8
19	0	1811	1821	1839	18	0	28	10	10
17	0	1781	1799	1859	42	7	78	43	18
22	0	1860	1880	1971	65	11	111	57	20
21	0	1850	1887	2082	123	11	232	120	37
24	0	2061	2087	2106	19	0	45	26	26
20	0	1829	1859	2176	80	26	347	293	30
23	0	2008	2026	2180	23	65	172	214	18
25	0	2104	2106	2215	44	20	111	87	2
26	0	2224	2224	2257	10	23	33	46	0
27	0	2660	2660	2766	71	1	106	36	0
28	0	2689	2700	2860	68	24	171	127	11
29	0	2733	2784	2869	70	2	136	68	51
30	0	3176	3176	3259	74	9	83	18	0
0	0	0	0	3259	1962	0	3259	1297	0
